,Date,OpenPrice_TATApower,HighPrice_TATApower,LowPrice_TATApower,ClosePrice_TATApower,WAP_TATApower,NShares_TATApower,OpenPrice_JSWenergy,HighPrice_JSWenergy,LowPrice_JSWenergy,ClosePrice_JSWenergy,WAP_JSWenergy,NShares_JSWenergy,OpenPrice_BOROSILre,HighPrice_BOROSILre,LowPrice_BOROSILre,ClosePrice_BOROSILre,WAP_BOROSILre,NShares_BOROSILre,OpenPrice_PowerGridCorp,HighPrice_PowerGridCorp,LowPrice_PowerGridCorp,ClosePrice_PowerGridCorp,WAP_PowerGridCorp,NShares_PowerGridCorp
243,14-October-2021,235.1,236.25,220.7,222.45,225.3731518887544,10485773,400.0,408.7,390.1,395.35,397.7628109328817,90333,453.3,453.3,453.3,453.3,453.2999929936242,99909,200.45,205.85,198.4,204.5,203.0331132333291,794033
244,13-October-2021,201.9,232.4,200.0,224.15,218.62504283488943,23243319,380.35,399.35,380.0,399.35,396.7011829830109,329506,418.7,431.75,412.4,431.75,428.517223970782,126771,196.3,204.5,194.2,199.5,199.94152526368617,958431
245,12-October-2021,195.0,198.7,189.85,195.8,194.47893570856536,11176901,393.0,395.0,375.6,380.35,383.39897770170467,42649,376.85,392.5,372.75,392.5,387.25781059615485,381629,194.6,194.6,191.75,193.3,193.0912848260034,299776
246,11-October-2021,178.45,193.7,177.1,191.55,188.24867304495524,14225237,386.95,391.0,375.0,388.5,382.8552125892928,189685,332.0,356.85,331.0,356.85,352.4781581814613,147767,191.0,195.1,189.45,193.45,188.3709807396015,3282227
247,8-October-2021,181.2,181.2,175.0,176.9,177.18222118969095,4838164,385.0,389.0,372.2,381.85,379.6707525456828,57352,337.5,337.5,320.65,324.45,326.98606140987465,39961,189.9,190.15,187.0,187.65,188.35112275787284,221330
248,7-October-2021,178.65,184.0,176.9,177.8,180.2566491013256,5306093,375.5,386.0,370.0,379.2,377.0498743100008,77174,327.0,337.05,325.0,330.4,331.22961722002236,177282,190.0,191.3,187.6,188.35,189.76899199746663,303154
249,6-October-2021,183.7,183.7,172.75,175.9,176.97897630141605,8284841,391.0,392.9,378.25,381.2,382.69908167836337,26788,349.0,349.0,320.0,321.6,335.17018232574367,114630,191.65,192.2,186.85,187.65,188.8773315808608,286072
250,5-October-2021,169.05,184.8,168.35,179.35,178.7054086256421,17254901,389.8,391.8,375.0,388.1,384.6912473531132,121369,330.9,336.8,323.0,336.8,333.9875709934974,48596,192.7,195.1,189.45,189.8,193.00826428025655,1991946
251,4-October-2021,166.45,172.5,164.0,168.65,168.56106160748237,6945731,381.0,393.8,376.0,380.5,385.25782765473826,84029,309.0,320.8,308.95,320.8,317.5842159648669,23226,193.35,193.35,190.2,191.55,191.66647374586913,571910
252,1-October-2021,158.95,165.0,156.6,163.75,161.0249139523532,7594339,386.05,399.0,377.0,386.55,383.7536635318704,119625,308.45,310.45,303.65,305.55,306.76311969629296,17912,190.3,193.55,189.6,191.8,191.28754685998996,479887
253,30-September-2021,152.7,161.15,151.25,158.7,156.56405571751043,10597602,390.0,394.9,385.1,389.95,390.6660548142105,102966,305.9,314.3,304.3,308.45,308.9287348073732,22297,194.55,197.9,188.55,189.9,191.972655467771,968786
254,29-September-2021,139.95,155.2,138.8,151.65,149.81553155533345,14027185,382.0,385.25,367.6,385.15,380.1507161245145,198499,296.0,304.55,295.25,303.65,301.9841814806337,39321,183.0,196.2,182.7,195.1,190.84614995121737,1323217
255,28-September-2021,140.2,142.8,139.1,140.05,140.82631567030907,3533370,347.9,367.6,341.25,366.95,362.42159994057783,201945,306.0,307.2,298.25,299.7,302.60054483793846,17987,176.45,188.8,176.2,183.75,184.51730321426876,2463733
256,27-September-2021,139.4,140.9,136.75,138.75,138.28851547113365,1940097,348.95,351.9,333.5,350.1,343.7116312310166,128731,309.7,309.7,298.0,301.9,303.88927874475166,50731,176.15,177.1,175.1,176.0,175.7492028138844,164328
257,24-September-2021,145.0,145.4,138.75,139.1,143.1701403166743,13584558,353.5,354.0,340.0,350.95,345.4998541742617,54860,313.9,313.9,300.5,303.6,305.70288899395325,40187,179.3,179.3,175.85,176.15,178.19776528517033,100326
258,23-September-2021,139.45,144.9,138.9,143.65,142.74727952536816,2812285,342.25,354.0,335.0,350.6,345.26363086429626,400048,309.5,315.9,306.0,309.45,311.7232285866829,52444,176.65,178.7,176.65,178.15,177.01511108377875,3739970
259,22-September-2021,137.3,139.6,136.4,137.8,137.99133219386965,2503517,348.8,348.8,331.25,339.7,339.238697645302,153353,308.0,312.0,304.75,305.5,308.6913888350456,41272,176.0,177.35,175.85,176.65,176.7742149228191,621786
260,21-September-2021,134.9,136.3,131.2,135.85,133.9629585908681,3371551,331.05,342.5,317.25,340.45,327.154643914162,248002,293.75,311.5,293.5,307.65,301.90268882583433,37005,175.4,178.0,175.4,176.0,177.19134199674343,801455
261,20-September-2021,137.8,139.35,133.35,134.45,136.91175544154925,2619153,317.25,339.7,315.0,330.9,333.03198709734437,226310,300.5,313.6,295.55,299.55,305.3446683888789,78194,177.0,179.15,175.05,176.8,177.21420748178357,1057288
262,17-September-2021,140.75,141.45,136.1,137.9,138.53008044499103,2895519,318.0,325.35,313.0,323.55,322.69591180523656,154567,315.0,317.0,300.25,308.75,308.07968375437946,43384,180.0,180.35,176.8,178.75,179.0099385224106,235045
263,16-September-2021,140.45,142.0,138.5,140.25,139.9445245092687,1749277,311.05,320.4,303.8,309.9,310.72590462984755,157219,322.0,325.0,310.0,312.45,316.35685462700445,66663,179.0,181.6,178.35,179.4,179.98718171095538,230608
264,15-September-2021,133.25,142.3,132.95,139.95,139.6650228902631,8251325,319.7,323.15,293.1,310.4,309.489084894236,215527,328.75,328.75,316.45,321.3,321.0953968351956,97194,174.2,178.95,173.8,177.85,177.34551802061995,354899
265,14-September-2021,131.8,133.25,131.35,133.0,132.3691931935258,866763,307.8,308.45,300.0,308.45,306.72250193992306,1970439,333.0,338.45,311.85,324.0,326.1804157559957,102031,174.75,175.05,173.4,174.0,174.06469834183483,337783
266,13-September-2021,133.0,133.0,130.4,131.0,131.16874451662352,1578635,293.8,293.8,282.0,293.8,293.3172817104552,279411,310.0,322.75,302.6,322.75,315.50786088613626,71366,173.55,174.15,172.75,173.9,173.365743377955,252792
267,9-September-2021,133.3,134.3,131.75,132.75,132.81636681286403,1508235,266.1,279.85,266.1,279.85,278.4421481811286,485136,295.7,307.4,294.9,307.4,304.0484120836561,25820,173.2,174.1,171.8,173.5,173.31629205152103,188816
268,8-September-2021,130.9,133.45,129.5,133.2,131.9945987373564,2171159,254.7,267.4,251.25,266.55,255.80784920675796,1106787,294.15,297.0,290.0,292.8,293.265688445921,32508,171.9,173.5,170.25,172.9,172.04806627410989,182394
269,7-September-2021,132.5,132.5,129.3,130.05,131.11524856612664,2671261,258.35,260.0,252.5,254.7,255.01406653732593,341733,298.9,299.4,291.3,294.45,295.04335793357933,9756,174.85,174.85,172.4,173.2,173.18140145232908,508287
270,6-September-2021,134.55,134.65,131.95,132.15,133.20924945628,2284264,247.0,260.0,247.0,255.5,255.25277140512753,238868,304.0,306.8,295.0,295.4,297.9617753508159,15749,176.4,176.4,173.1,174.25,174.28038211629348,1469919
271,3-September-2021,134.4,135.4,133.25,133.85,134.1302833692181,2629714,257.0,258.0,250.0,254.4,253.6742953248744,46972,302.0,302.0,298.0,298.95,299.7944592434736,9385,175.9,176.85,174.4,175.5,175.80390140537844,577638
272,2-September-2021,134.45,134.75,132.65,133.6,133.6140260231912,2461881,253.0,263.0,250.0,254.55,256.1049298959747,84018,294.0,305.0,285.1,300.0,296.759926554969,39213,176.65,176.65,174.35,175.9,175.79275013120855,335344
273,1-September-2021,129.7,134.25,128.7,133.4,131.7586954927926,3314447,264.5,269.4,251.55,256.05,257.9823744061689,87146,296.0,299.5,290.6,293.6,294.28458602577183,26463,177.0,177.0,174.75,175.6,175.77599860032404,131459
274,31-August-2021,131.4,131.4,128.25,129.05,129.18252287960814,1861920,253.0,265.05,247.2,264.75,259.8254480211304,190058,307.8,307.8,293.6,296.9,298.5000826446281,12100,176.45,176.9,175.0,175.65,175.62729492315168,2218266
275,30-August-2021,128.2,130.1,128.05,129.1,129.02049785878455,1145144,252.95,256.0,241.55,252.45,254.42086998080163,368261,308.0,309.5,293.15,299.4,300.3435048553755,28937,175.05,176.3,172.85,175.55,175.4832058754169,356196
276,27-August-2021,126.25,127.6,125.2,127.2,126.81351421602476,1904365,242.1,249.95,231.5,248.0,241.18716434412767,1711202,304.0,305.75,292.25,301.05,300.69374092595575,12398,173.75,174.75,171.75,174.35,173.70309542633987,166956
277,26-August-2021,126.75,126.75,124.55,125.7,125.50665937799624,1732369,229.4,238.05,224.15,238.05,235.88957513945175,66869,320.0,320.0,300.0,301.8,307.5212,17500,175.9,175.9,171.65,173.2,172.98152248740467,456122
278,25-August-2021,126.4,127.5,125.5,126.1,126.74365370492876,2196439,211.6,226.8,211.6,226.75,226.0584874454969,252738,299.0,308.35,296.0,308.35,305.539897793131,35027,177.0,177.45,175.1,175.55,176.09502456213332,163463
279,24-August-2021,125.0,126.6,123.7,125.9,124.93524181215652,2267111,217.0,221.4,213.25,216.0,217.67231607150413,614342,285.0,295.4,280.0,293.7,287.23881431767336,26820,176.0,179.2,175.7,176.95,177.56769897208605,1275204
280,23-August-2021,126.4,127.85,121.75,124.95,124.70684554037464,3962945,228.15,239.7,224.45,224.45,228.09425661168953,852354,293.2,302.0,276.5,281.35,286.1788322808279,88994,179.1,179.7,174.3,175.7,176.14392506848105,113170
281,20-August-2021,129.4,130.25,125.3,126.4,128.34996677311577,2383612,242.0,242.0,234.55,236.25,237.1745505452402,54288,293.8,304.0,286.0,290.65,293.7345306122449,24500,178.5,180.05,177.4,178.5,178.8051845662457,148402
282,18-August-2021,131.95,131.95,130.1,130.4,130.76911767740336,969260,244.2,249.8,242.0,244.25,244.7154233567216,23231,302.4,311.1,290.05,294.1,297.7713730569948,69480,183.1,186.0,180.0,180.4,184.46260404034095,2339357
283,17-August-2021,132.4,133.0,128.55,131.05,130.81749695929238,1518561,249.85,252.0,234.0,249.55,246.29334996798923,60917,307.8,314.0,302.9,304.45,307.50905114809865,16462,181.0,183.75,181.0,183.2,182.6435185800557,451398
284,16-August-2021,132.75,134.1,131.7,132.05,132.66712390150806,1240792,240.25,248.85,230.2,246.05,240.41667363282227,119626,312.2,318.0,307.0,307.35,310.6070378357185,20404,184.85,184.85,180.45,180.7,182.16838897485607,168669
285,13-August-2021,134.4,134.6,132.0,132.55,133.4555957080016,2284903,244.85,248.0,237.0,240.05,242.49070891310137,78839,328.0,328.0,310.0,313.3,316.8102116704805,41952,185.4,187.25,183.55,184.65,186.0036115329084,1500194
286,12-August-2021,130.45,134.2,130.0,133.65,132.1807270140406,1773996,225.15,240.1,225.15,239.45,236.336482644944,83722,326.0,329.9,305.0,322.7,316.9800040364522,64413,176.35,187.7,176.35,187.05,181.6494187248432,3086146
287,11-August-2021,130.25,131.65,126.55,129.5,128.70742569671205,1921382,227.5,230.9,223.9,228.7,224.97729263762835,342444,307.5,324.0,307.5,318.25,309.48273913248244,63699,173.65,177.05,172.7,176.1,175.3855988214282,495515
288,10-August-2021,132.7,133.8,127.1,130.05,131.14468862402492,3633983,244.5,250.0,235.65,235.65,239.6452579376536,155871,347.0,347.0,323.65,323.65,328.5022921238722,41010,176.5,176.5,171.4,172.55,173.43466287391558,1411816
289,9-August-2021,137.9,137.9,130.35,132.05,132.50875493553139,4299689,252.0,254.9,242.2,248.05,248.82693889018324,291868,343.8,349.35,330.0,340.65,343.0973488912732,89472,177.0,177.0,174.05,176.45,175.70228414280223,236719
290,6-August-2021,135.4,136.8,134.3,135.15,135.69711171982917,6047682,244.0,251.3,244.0,248.1,248.31708373019308,127039,328.0,332.75,321.0,332.75,330.3030975143404,39225,175.0,176.5,174.7,175.05,175.4965843984134,90760
291,5-August-2021,132.35,135.4,129.55,134.55,132.33815419377623,3760048,248.0,249.0,242.05,246.35,246.3458699140942,52965,313.0,316.95,301.0,316.95,311.83638117283954,51840,175.7,175.7,173.25,175.0,174.53242654716445,95061
292,4-August-2021,133.35,134.65,130.1,131.65,132.3067617334048,2612200,241.2,250.0,240.1,245.1,244.0780360531309,42160,310.0,316.0,298.0,301.9,306.25784385688183,64031,175.2,176.55,173.95,175.15,175.2294332317432,382255
293,3-August-2021,134.45,135.55,132.2,132.55,133.5836863260446,3853479,242.0,249.5,238.0,242.6,243.8612762584225,181656,318.9,318.9,304.25,310.05,309.08834736792585,21257,172.25,175.2,171.15,174.45,173.21144173637248,293854
294,2-August-2021,126.7,133.95,125.5,133.45,130.8804639655366,6690928,257.5,257.5,238.8,243.9,244.0683974625436,110662,320.5,323.0,311.0,312.85,314.527791758098,49673,172.0,172.0,169.45,170.9,170.3101897875546,706158
295,30-July-2021,122.55,126.6,122.35,125.0,125.05809014950628,4011403,254.9,254.9,241.3,250.5,248.76991209973988,89192,310.6,321.0,310.6,315.55,317.8710284915862,49383,168.95,173.15,168.5,171.05,171.5704217884174,556369
296,29-July-2021,120.55,123.95,120.55,122.8,122.11933558152694,2239131,247.1,255.5,240.6,249.6,249.17637134620108,154702,322.0,334.6,316.9,320.4,325.00933406935314,39854,171.9,173.55,167.0,167.4,169.1355203828689,628518
297,28-July-2021,121.8,121.8,118.4,120.4,120.1093297244492,1633746,253.7,258.0,241.5,253.25,251.87020810402956,979414,329.0,329.0,305.0,321.25,317.64325943818005,172226,232.9,232.9,227.5,228.05,228.9780930339381,396221
298,27-July-2021,122.65,123.75,120.25,121.1,121.97817042760337,2199585,241.8,256.0,235.0,251.7,244.45769602914712,634574,313.4,318.7,305.25,318.7,317.83076923076925,219180,233.0,234.7,230.8,232.1,233.01889542929896,162579
299,26-July-2021,123.4,123.75,122.1,122.65,122.95806027298526,1109950,240.85,254.9,232.8,240.8,245.32748181747948,1359135,290.0,303.55,285.05,303.55,299.73347828164566,167416,233.5,235.35,232.15,232.55,233.53342828344023,564507
300,23-July-2021,125.0,125.45,122.6,122.9,124.02355643473084,1301725,220.9,246.4,217.6,240.95,233.46492732163392,1115669,292.0,295.0,286.0,289.1,290.444246952989,27568,234.4,234.4,232.05,233.05,233.0438382519669,116428
301,22-July-2021,123.75,124.35,122.4,123.65,123.11185439544188,1521326,203.9,221.15,202.45,217.25,209.7191868947728,487317,279.75,290.75,279.2,287.9,287.3541719183262,35703,236.0,236.0,228.8,233.15,231.4165526464688,194410
302,20-July-2021,125.95,126.35,121.2,121.75,123.66676673330332,4926717,202.0,204.15,190.4,201.55,198.120696451672,360226,279.05,285.85,274.3,277.8,278.13378184193334,76550,235.0,236.25,230.9,231.3,234.1419979214423,271342
303,19-July-2021,126.65,128.4,124.65,125.75,126.94365859659734,4681992,193.7,202.05,189.4,196.4,196.52759091562453,417420,293.95,293.95,281.0,288.7,286.6284006385219,29443,235.0,235.0,231.5,233.0,234.12161105203157,2609475
304,16-July-2021,125.5,125.5,123.65,124.15,124.21779539435371,896378,189.5,195.2,185.4,193.7,190.36886011161096,330971,293.0,295.0,285.0,288.2,289.21427852517866,59614,231.4,236.3,230.85,233.8,233.09558811683397,248284
305,15-July-2021,125.05,126.45,124.15,124.4,125.09135128598864,3076388,174.0,190.0,172.55,188.7,182.4809986780548,1066610,299.3,299.35,288.0,291.85,294.29885276336455,84028,230.9,231.4,229.45,230.35,230.70221347093968,73640
306,14-July-2021,125.2,126.05,124.1,124.6,124.8650136100958,1746865,169.7,175.0,167.25,173.3,172.084433781577,198404,279.6,287.05,278.0,287.05,285.08294275419246,73822,228.5,231.35,228.5,229.95,229.51641808293311,3513169
307,13-July-2021,124.3,125.3,122.95,124.0,124.2105720850598,1144183,171.8,172.5,167.5,168.05,169.06379425204312,106577,276.0,276.0,268.0,273.4,272.015636577327,39139,230.0,231.85,228.35,228.6,229.6343709436457,122493
308,12-July-2021,126.4,126.4,123.5,123.8,124.6409402476742,2358017,169.5,172.4,167.45,170.75,169.2531586510647,160749,279.1,279.1,270.05,271.75,274.15208767565383,14873,232.5,232.5,228.25,229.1,230.2188072770888,1037173
309,9-July-2021,123.2,124.9,121.8,124.5,123.85680995529296,1795467,166.05,170.75,164.75,167.8,167.76534981588637,190100,279.9,279.9,270.1,271.65,273.6644183462942,12602,231.0,231.4,230.0,230.2,230.4588348630652,94461
310,8-July-2021,124.2,126.8,122.5,123.35,124.67802519128207,3407925,168.9,174.45,166.25,167.15,170.68045440151994,277904,279.0,281.0,271.6,273.8,275.89026202581147,38355,231.7,233.15,229.55,231.15,231.43609398702517,123932
311,7-July-2021,123.0,124.5,122.15,123.85,123.34734416332624,1540475,163.2,168.5,162.95,166.2,165.38653757993455,128699,282.0,282.0,271.25,278.6,276.3738662866028,15436,229.15,231.5,229.0,230.85,230.13930183553248,190299
312,6-July-2021,126.45,126.5,122.0,123.0,124.89689708010349,4081446,169.35,170.0,162.45,165.0,166.36124887086203,225836,276.3,282.5,276.0,277.1,279.094956645991,61586,229.0,230.55,228.35,229.0,229.43659743442583,64469
313,5-July-2021,122.3,126.9,121.8,125.9,125.32955828910012,8006617,171.9,171.9,165.7,169.35,169.0024005709466,123304,272.45,276.85,269.0,274.3,274.2069719327009,25617,229.15,230.9,228.4,230.25,230.0863871693866,177700
314,2-July-2021,121.35,122.6,120.7,120.95,121.65072573665188,3245461,177.25,177.25,167.35,168.15,169.59206977367464,350734,260.6,272.0,260.0,268.6,267.950278692678,15788,230.7,231.1,227.6,228.05,228.77582577469585,193818
315,1-July-2021,123.15,123.15,121.0,121.35,121.61520067816264,1362505,167.05,185.0,163.3,174.65,173.66188954780185,783108,272.0,274.0,263.0,264.05,264.96351068286555,23870,232.9,233.0,230.3,230.9,231.2032665554522,203211
316,30-June-2021,123.9,123.9,121.65,122.1,122.79891625657896,1870738,165.45,171.7,161.5,168.0,166.6627110763056,408620,269.0,279.0,267.8,268.35,272.2365874429047,25834,236.5,237.55,232.0,232.3,233.4718311087848,229260
317,29-June-2021,123.0,124.65,121.75,122.8,123.30060317349586,3899044,151.25,164.4,148.4,162.35,155.6583433912482,356270,275.0,276.95,266.4,268.45,271.76137137199083,16159,232.5,237.9,231.7,235.85,234.35916588549847,404309
318,28-June-2021,122.2,123.5,120.85,122.65,122.27696909282288,1973231,154.1,157.25,151.7,153.55,154.84510137880832,282998,274.0,279.0,265.0,272.75,272.93917090372315,48776,232.95,232.95,230.8,231.8,231.8214219882123,211577
319,25-June-2021,119.6,122.5,119.6,121.1,121.45609774465238,4488266,160.9,160.9,152.5,153.9,157.16029986662375,108715,281.8,281.8,271.1,273.45,274.29859775500927,28597,231.3,232.75,229.5,230.85,230.57693869265125,421173
320,24-June-2021,121.0,121.45,118.25,118.9,119.68706188520184,2921894,162.0,162.45,155.5,158.0,159.85639376196247,88297,267.0,275.05,259.0,270.35,266.787761108613,24463,232.95,233.0,228.1,231.15,230.40803365954577,215095
321,23-June-2021,122.25,123.2,120.55,120.8,122.05155506641417,2091647,163.7,164.6,158.55,161.3,161.41962186780103,169729,270.0,270.0,260.05,263.45,263.96416548215757,13367,235.0,235.8,231.95,232.2,233.51239698610783,169880
322,22-June-2021,124.1,125.1,120.05,121.4,123.11499345820695,3258281,158.0,163.8,158.0,162.05,161.1371661385242,280543,264.5,269.0,256.95,266.1,265.9498026295341,32173,232.95,237.0,232.45,234.0,235.05598243990568,363096
323,21-June-2021,118.5,124.0,118.0,123.25,121.73205927612824,4185631,156.8,161.35,151.55,158.75,155.65720431778342,205939,263.0,264.5,256.0,261.4,260.6719753571897,15258,232.0,235.6,228.7,234.95,231.71355231551308,358020
324,18-June-2021,124.1,124.75,117.0,121.4,120.6373216370573,4683428,161.15,162.55,145.2,157.75,153.15134426460182,739103,268.8,268.8,250.0,263.25,258.35327106142057,55991,247.0,247.0,230.2,233.0,235.5268808888081,1111961
325,17-June-2021,124.0,126.85,122.2,123.9,124.64198694877577,8595209,163.8,166.05,157.75,161.1,162.084766253847,471473,265.0,270.0,260.0,261.85,263.40055276131665,40162,244.25,244.25,236.85,239.7,239.92275309241376,500499
326,16-June-2021,122.15,127.9,120.2,125.95,124.06506509091784,5653016,155.85,168.25,153.1,165.0,157.2158031354031,1022835,269.0,272.95,265.1,266.95,267.2541804504464,22067,247.5,247.5,241.0,242.1,242.36067900251473,985799
327,15-June-2021,124.9,125.65,121.75,122.1,123.24583693606633,4128810,156.0,157.75,152.25,153.5,155.2720196640721,114727,272.0,279.8,267.0,269.3,270.8479496272049,43992,250.95,251.5,247.0,247.5,249.00482224769223,403961
328,14-June-2021,126.85,126.85,116.6,123.45,121.5813501412672,5952903,157.4,157.45,150.45,155.6,154.1590991321182,425634,273.0,280.0,265.2,272.75,271.4958770249651,61606,248.45,249.65,242.15,248.7,246.39103485866124,557738
329,11-June-2021,129.7,129.7,124.3,125.65,126.28527204573366,7180006,152.95,156.35,151.5,153.35,153.10574302561815,282534,279.2,283.0,274.0,279.15,277.9641229816412,22605,249.9,249.9,244.0,246.3,246.120082162476,633866
330,10-June-2021,128.8,130.35,125.0,127.6,127.60721035494689,13005185,150.0,152.0,144.0,150.25,147.63152865813447,445842,280.05,285.0,278.0,279.2,280.5499795101346,31723,248.35,248.35,240.3,241.55,243.91579917644168,680219
331,9-June-2021,121.4,132.5,119.0,124.65,125.94993186788376,26133050,145.0,156.75,142.05,145.3,148.42006266570257,1244700,290.0,294.5,278.0,279.65,286.736492135782,101663,236.8,245.5,233.95,242.0,241.01779923429984,1092856
332,8-June-2021,114.6,119.2,114.0,117.0,117.1468072313503,6853879,142.4,146.8,139.3,143.65,143.17278120721545,624495,268.85,291.65,268.85,288.65,282.1057694721253,318712,239.0,239.2,232.0,234.0,235.10477682620837,424445
333,7-June-2021,109.35,115.0,108.35,113.3,113.23236009084134,6193215,137.0,143.0,136.4,140.0,140.65122707068176,319460,268.2,275.0,264.25,269.7,271.1461810439874,105212,226.5,237.6,226.5,236.2,232.14605642947097,1661933
334,4-June-2021,109.85,109.85,106.95,108.1,107.9975347288744,1383215,138.0,138.0,133.4,135.05,134.95748732456175,510436,279.9,279.9,271.0,272.0,274.2356775095979,33601,226.95,228.0,224.85,226.15,226.3818255551415,91238
335,3-June-2021,110.25,110.5,107.9,108.55,109.0562920217638,2544961,131.2,147.0,131.2,136.25,135.46747683835727,1114990,266.85,278.0,266.85,275.75,272.9264179727938,110122,229.0,231.45,225.6,226.15,227.91901688111017,138498
336,2-June-2021,104.6,108.35,104.45,108.05,107.01549150176795,3340283,127.35,132.35,125.25,130.85,130.01894361977327,1231602,266.0,272.4,260.05,268.2,267.0293951603548,129307,224.0,228.0,224.0,227.4,226.50547507311435,176436
337,1-June-2021,106.7,106.7,103.7,104.75,104.78403572704536,1399500,118.9,127.65,117.5,125.7,124.22533620912836,1143336,274.5,274.5,263.05,264.5,267.29109854983477,55373,225.5,228.0,223.85,224.4,225.65661434536,203104
338,31-May-2021,104.3,106.95,103.85,106.4,105.8006511972432,1552525,117.0,119.8,116.0,117.6,117.95937188573464,359234,275.0,275.0,265.1,269.6,269.45173399627095,120675,225.1,226.5,223.75,225.5,225.35101715745168,145651
339,28-May-2021,107.4,107.5,105.1,105.35,105.99042786771888,1122216,116.85,118.45,115.5,116.35,117.03706343014882,133312,283.5,284.65,272.0,273.05,275.8303394586268,72704,229.5,230.45,224.7,225.55,227.05030118339636,182779
340,27-May-2021,106.65,106.95,104.95,106.25,105.91573338080656,1426769,115.1,118.5,115.0,115.7,117.13613274501472,251791,285.65,288.35,280.85,283.0,284.73704718273274,84692,226.7,229.5,223.2,228.45,226.20379138368753,387985
341,26-May-2021,108.5,108.5,105.8,106.1,106.94957946563343,1422357,118.2,118.2,114.3,115.1,115.98627165223184,240160,287.0,293.8,282.0,283.85,287.6623569930792,92041,231.8,233.35,225.0,225.7,227.66606784452748,313393
342,25-May-2021,108.2,109.3,106.7,107.4,108.13776143899734,3406483,118.4,119.5,116.95,118.2,118.13886943471736,169915,282.15,287.0,280.55,282.95,284.5143723104384,113169,233.0,234.35,231.6,232.95,233.18511650510268,156388
343,24-May-2021,105.85,107.95,104.6,107.35,106.52004168989504,2062850,118.0,119.4,115.85,116.75,117.68299101707468,239009,292.4,292.4,275.75,282.15,281.93247236634335,88660,229.0,234.35,228.4,230.85,231.86255972302365,2166250
344,21-May-2021,104.4,106.0,103.35,104.9,105.01193178021902,1391913,117.6,118.45,115.7,117.0,116.78103288097532,175451,287.8,291.5,285.15,287.25,288.66066843369504,48292,229.0,229.15,225.9,228.1,227.33561497694265,290580
345,20-May-2021,105.0,105.45,102.45,102.9,103.403633311833,1091456,117.0,118.15,115.2,117.3,117.02606076961764,326084,276.0,297.9,276.0,285.1,289.1054993400792,193205,233.65,234.9,228.5,228.9,231.59869528230357,216292
346,19-May-2021,105.55,107.0,104.0,104.25,105.50133684013544,1560396,117.0,119.35,116.0,117.85,117.98331195747132,268995,279.0,298.0,272.8,294.55,289.51476634411944,440969,235.0,238.15,231.35,233.65,235.19758027705632,558659
347,18-May-2021,104.7,107.35,104.7,105.35,105.78699120080717,2119058,113.2,117.0,113.2,115.6,115.76964489446662,224384,275.55,282.7,270.1,277.2,277.1197249098203,148315,230.0,239.8,228.2,232.95,236.39817995400003,902175
348,17-May-2021,102.8,104.25,101.7,103.4,102.77233492783176,2573223,114.5,115.75,110.25,113.1,113.34194412645832,410570,283.4,283.4,270.0,271.7,275.2447509031624,204559,230.0,231.15,227.2,228.2,229.39660275049928,773096
349,14-May-2021,106.55,107.95,101.05,101.45,102.73932037260292,5209943,118.0,118.75,110.25,114.25,113.49719543470762,400062,285.35,285.35,270.1,276.35,282.2958007556769,534620,227.0,229.95,223.9,228.8,226.51670148980793,514026
350,12-May-2021,110.75,110.75,105.15,106.55,107.31356917568174,4129934,122.3,122.3,115.75,117.5,118.54078074106012,686476,269.9,272.0,254.3,259.45,262.32428345095775,111088,224.9,235.0,223.05,225.8,230.0547373021336,1588003
351,11-May-2021,109.25,111.15,107.1,109.25,109.50879765443308,6184944,118.55,125.45,117.75,120.75,122.14504435894646,404428,262.0,277.0,261.1,266.3,269.22805919462587,161366,221.7,225.0,218.6,223.45,221.47004988908247,420132
352,10-May-2021,104.0,110.7,103.35,110.0,107.03702951825824,4438270,118.0,119.85,115.65,119.05,117.98568386953512,229671,258.45,273.3,256.85,270.15,266.995001485252,272681,214.35,220.0,214.35,219.8,217.9044154891868,207293
353,7-May-2021,104.0,104.0,102.2,102.65,102.85769855947996,2518049,117.1,139.0,115.35,116.75,121.54769452374502,767824,248.0,261.85,248.0,253.3,255.38583203672508,155534,216.6,216.6,213.5,214.6,214.88600842302287,128220
354,6-May-2021,102.9,104.6,101.6,102.9,103.02547620864785,2070206,120.9,120.9,115.1,116.7,117.52875280757216,642459,248.75,251.8,245.9,247.95,249.1199910787302,53804,218.5,219.1,213.7,215.4,215.94362024497897,132991
355,5-May-2021,102.85,102.9,100.3,102.0,101.55806703547871,1533934,111.8,121.0,109.35,119.25,116.34413431576075,1876712,255.6,256.0,245.0,246.1,249.53656398267208,116344,218.05,220.2,216.75,218.1,218.20933661926307,148512
356,4-May-2021,100.85,103.35,100.0,100.95,101.93587741908372,4925987,115.55,116.0,106.5,110.25,111.51553569490528,1640094,236.55,253.9,230.2,252.85,248.62142002025968,401783,219.0,221.5,216.75,218.0,218.78050763426927,263221
357,3-May-2021,98.75,100.35,96.3,99.85,98.43847103962999,2283120,110.5,113.35,109.0,110.35,111.1036842806076,488155,230.0,233.75,228.25,230.85,230.89886447756192,71597,219.0,222.8,216.85,220.9,220.72932096333648,304608
358,30-April-2021,97.0,101.4,96.15,98.85,99.60080447072998,4388724,109.6,111.3,107.5,109.6,109.96555642747855,1572514,234.0,237.0,230.4,231.55,233.62329703093292,48298,217.0,222.2,216.8,220.0,220.3579588048406,168078
